Game,Details,Image URL,Video URL,Category,Player Count,Difficulty,Age,appid
Dissection Simulator: Frog Edition,"Takes 30 minutes to complete this high school level anatomy lesson. Learn the fundamentals of the female frog anatomy in a fully immersive virtual reality experience. Victory VR’s virtual reality frog dissection software is a hands-on, true to life experience that covers each step a student would take if they were dissecting a real frog in their classroom. ",https://productionappstorage-f3b9.kxcdn.com/10556/conversions/5a3031d0-6211-11e9-8fd9-45c2338969db-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24923/conversions/FrogDisection.webm,Learning,1,3,,1046910
Adventures in Space,"The learning adventures in this science curriculum unit include the opportunity to pilot a spaceship, as well as a Mars Rover while learning some of the most important lessons about the Universe.",https://productionappstorage-f3b9.kxcdn.com/11058/conversions/yokBNpPYM9LI9WiWumJW7yYcpludjBlUndoU8OWr-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24927/conversions/AdventuresInSpace.webm,Learning,1,1,,1208160
Fantastic Contraption,"A surreal building game for VR. Create life-sized contraptions as tall as you can reach, then send them whirling, flinging, and trundling off to solve puzzles on the other side of a floating island. There are no right or wrong solutions, so bring your creativity.",https://productionappstorage-f3b9.kxcdn.com/7167/conversions/NaRESu5O7zqM34rvHpPpOeBh85BzPDhtg8WaibIr-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24929/conversions/FantasticContraption.webm,Learning,1,3,,386690
ISS Tour,"Experience the International Space Station in VR with high-quality images and learn about the inner-workings of the Space Station from the European Space Agency's Samantha Cristoforetti, holder of the record for the longest uninterrupted spaceflight by a European astronaut.",https://productionappstorage-f3b9.kxcdn.com/9572/conversions/tv1kgwU9KRsGOAajxo4Iuvk1vWUNVSwYH4INtQQm-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24939/conversions/InternationalSpace.webm,Learning,1,1,,1197740
Jam Studio VR,"Make your own music with virtual instruments in your own jam studio! In addition to inclusion of a broad range of fun, family-oriented interactive music and DJ songs to suit all tastes, the arcade version of the Education and Health Care Edition of Jam Studio VR is packed with an extensive variety of additional fun learning and therapeutic content for individuals of all ages.",https://productionappstorage-f3b9.kxcdn.com/10492/conversions/70e11fe0-49ac-11e9-b946-b1ae47745dde-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/17713/conversions/EHC-Overview-video-10-1-19.webm,Learning,1,3,,670130
The Marvellous Machine,"The Marvellous Machine is not a roller coaster ride, it's a fifteen-minute narrated journey in VR that lets you explore the inner workings of your mind and experience new perspectives.",https://productionappstorage-f3b9.kxcdn.com/10483/conversions/8037c1f0-46fb-11e9-9bf9-e95f6962718e-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24945/conversions/marvelousmachine.webm,Learning,1,3,,1000510
NASA's Exoplanet Excursions,"Take a guided journey through the amazing TRAPPIST-1 star system, known to be the home of 7 Earth-size exoplanets orbiting a star that is only a little larger than Jupiter. This experience is based on the best current scientific understanding of what these worlds could be like given their sizes, densities, and proximity to their star.
",https://productionappstorage-f3b9.kxcdn.com/11682/conversions/header-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/11684/conversions/movie_max.webm,Learning,1,1,,999880
Newton's House of Forces,"Sure you’re in our space-based research facility, but even in space you need a recreation room. So, in this unit, enter the rec room and dance with holograms, play a little billiards or just relax and watch some television. Oh, and you might just learn a few things along the way.",https://productionappstorage-f3b9.kxcdn.com/11061/conversions/bWamX43fCQQdzQuwLQPPJOmllw5G9IzXLV8fjST6-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24948/conversions/newtonshouseofforces.webm,Learning,1,3,,1172810
Universe Sandbox,"Create and destroy on an unimaginable scale while exploring our beautiful cosmos. Universe Sandbox ² is an awe-inspiring experience in a scientifically-accurate space and gravity simulator.
Whether you want to stand next to the Sun, put a few moons in orbit around Venus, or rapid-fire asteroids at Earth and watch the destruction unfold, the sandbox is yours. Unlimited possibilities are waiting.",https://productionappstorage-f3b9.kxcdn.com/7388/conversions/3MbPbO0I0WeeMG57RA8svmC3WrBnTMb5sgBdZHsP-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/10875/conversions/Au2RpHDgNr7HNMyQwkQeoZrLp49ONrE60hoSlWCT.webm,Learning,1,5,,230290
Visionarium,10 minute seated psychedelics' experience! Visionarium is a visionary music driven VR journey partly created in Tilt Brush. In this experience a visionary trance state is simulated. The Oculus Touch controllers lets you paint beautiful and spectacular particle streams while you are floating from one dimension to another in this immersive experience. Guided by a soundtrack from one of the best Psy Dub artists on the planet: Kalya Scintilla.,https://productionappstorage-f3b9.kxcdn.com/10436/conversions/e97e2ee0-3c01-11e9-a825-4362ecf8c17b-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24962/conversions/Visionarium.webm,Learning,1,1,,928300
Infinite Art Museum,"The Infinite Art Museum is building a collection of art bigger than the Louvre - a free, permanent virtual reality museum open to all artists. Our mission is to create a growing and enduring home for art in VR that is accessible to everyone.",https://productionappstorage-f3b9.kxcdn.com/10529/conversions/d64386a0-58cd-11e9-bef4-bdb7c75d52af-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24942/conversions/InfiniteArtMuseum.webm,"Learning, Art",1,1,,1011000
Hotel Transylvania,"A super fun VR rhythm game where you move your entire body around to match fast-moving patterns of colorful orbs flying toward you with corresponding colors on each end of your Popstic or Wands. Connect the dots, ride the rails, or deactivate lasers without missing a beat. Watch out for obstacles! ",https://productionappstorage-f3b9.kxcdn.com/10032/conversions/Fs8faY168VpqBbrBEKCr4fSSaN7Fr9zHQ3n5qGbu-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24913/conversions/Transylvania.webm,Musical,1,1,,1433500
Beat Blaster,Beat Blaster is a VR game about Shooting & running where everything happens to the beat of the music. An original mix of styles with each level offering a new challenge.,https://productionappstorage-f3b9.kxcdn.com/10411/conversions/37482920-3277-11e9-a787-b113ed65a960-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24916/conversions/BeatBlaster.webm,Musical,1,3,,1020390
Synth Riders,"Synth Riders is a challenging VR rhythm game with a cyberpunk twist. Fly through breathtaking retro-futuristic landscapes to Synthwave music perfectly attuned with every level. Players hit colored notes and note streams that fly by to the beat of pulsating retro synthesizer music. Blue notes can be hit with either hand, pink notes must be hit with one hand only, and orange notes must be hit with both hands at the same time. ",https://productionappstorage-f3b9.kxcdn.com/24123/conversions/Springboard-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24125/conversions/Synth-Riders---Default-trailer-1-(1).webm,Musical,1,3,,885000
Song Beater,"VR rhythm game on steroids, 60+ songs and videos included, custom songs support. Beat challenging songs with your bare fists in Fit Boxing, wield variety of weapons (blades, tonfas, phasers, staff, saw) in Free Style or dominate the playfield in Real 360 mode, single player and multiplayer. 9 environments, leaderboards, achievements, calories burnt statistics and more.",https://productionappstorage-f3b9.kxcdn.com/24704/conversions/new_600x280-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/26872/conversions/SongBeater_trailer_2020_720p.webm,Musical,1-2,3,,1077600
OhShape,"OhShape is a rhythm VR game where players have to move their full body to go through, punch or dodge walls following the beat of the music. It's an immersive game for all type of players inspired by the Japanese TV show Hole in the Wall...",https://productionappstorage-f3b9.kxcdn.com/19022/conversions/SPRINGBOARD_800x600-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/19211/conversions/OhShape_VR_Rhythm_Game.webm,Musical,1,5,,1098100
Beat Blocks VR,Tetris Reinvented! In Beat Blocks VR you are in a total interaction with your environment in a futuristic universe. Catch the blocks and find the right combination to become the best player in the world. Your goal? The High-Score!,https://productionappstorage-f3b9.kxcdn.com/10350/conversions/a5c11da0-0e99-11e9-907d-4f14e8d068e1-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24964/conversions/BeatBlocks.webm,Musical,1,3,,966590
VTOL VR,"VTOL VR is a near-futuristic combat flight game built for Virtual Reality. Pilot advanced multi-role jets, using your hands to flip switches, press buttons, and manipulate the virtual flight controls.",https://productionappstorage-f3b9.kxcdn.com/8378/conversions/7IBHBchzZaEi4uBg7fQDLFMuCf91HJDnk0VXdA67-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/8378/conversions/7IBHBchzZaEi4uBg7fQDLFMuCf91HJDnk0VXdA67-thumbnail.jpg,Sky,1,5,,667970
Warplanes: WW1 Fighters,"Single-player, cross-platform PvP and Co-op multiplayer modes. Become a pilot! Immerse in WW1 aerial combat like never before in a captivating VR experience.",https://productionappstorage-f3b9.kxcdn.com/27248/conversions/Untitled-1-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/27250/conversions/ENG_WarPlanesVR_Trailer_HD_H264.webm,Sky,1-2,5,,1546500
Skyfront VR,"1 to 10 players!

Skyfront is a ZERO-GRAVITY shooter where you fly around battling against other players. 
You have cool and explosive weapons to blast at your enemies and awesome Special Abilities to mess up your opponents game.
Jump in the game and you will be flying and winning in no time.",https://productionappstorage-f3b9.kxcdn.com/8610/conversions/5f3fdbd0-b927-11e7-a504-d3a37c46deea-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/22716/conversions/NEW_SkyfrontVR_Trailer.webm,Sky,1-10,3,,640800
BattleSky VR,"BattleSky VR is a Multiplayer VR flying FPS game at its core, bringing Overwatch style gameplay to the VR platform.  Each player picks a Hero with vastly different size, powers and gameplay style to engage in fast-paced aerial combats against other players.  Play online against other players with classic Team Deathmatch, Capture The Flag, and other teamplay modes of up to 4v4 players! ",https://productionappstorage-f3b9.kxcdn.com/9253/conversions/bDhQGJLbefWbVKc2s3P6UFXhWdIUM32SxVXOm0YZ-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24919/conversions/BattleSky.webm,Sky,1-4,3,,625830
Starship Commander,"From Mass Effect, Tomb Raider, and Saints Row industry veterans, comes a never-before-seen VR experience. Inject your own style into the story, as you command Sergeant Sarah Pearson, and the XR71—the galaxy's most advanced fighter—on a top-secret mission.",https://productionappstorage-f3b9.kxcdn.com/10297/conversions/a11c85d0-f3ef-11e8-95a9-29e7eabff79e-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24957/conversions/starshipcommander.webm,Sky,1,3,,598400
Racket: Nx,"Racket: Nx is a new kind of game that challenges the limits of what you can do with a racket and ball in VR. The game is played inside a giant glass dome, the walls of which light up with targets you must destroy with the ball.",https://productionappstorage-f3b9.kxcdn.com/22896/conversions/Thumbnail-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/22898/conversions/SCOUTHOUSE-RACKETNX-MRCTRAILERS_FINAL.webm,Sports,1-2,3,,428080
Sparc,"Virtual Sport. Real Competition - A unique physical sport only possible in virtual reality, where players challenge each other in fast-paced, full-body VR gameplay.",https://productionappstorage-f3b9.kxcdn.com/20806/conversions/Sparc_616x353-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/21042/conversions/SonyEU_Sparc_Championship_720p_30fps.webm,Sports,1-2,1,,601770
Sprint Vector,"Welcome to Sprint Vector championship intergalactica, where the physical thrill of extreme sports meets the unhinged energy of a crazy game show! Run, jump, climb, fling, and fly at extreme velocity as you race with up to eight players and battle obstacles in this frenetic VR adrenaline platformer that puts your speed and finesse to the test! 
",https://productionappstorage-f3b9.kxcdn.com/30009/conversions/SVA-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/10991/conversions/pHRY6ogdwsZwk1O1sACsqIe1GFT4OOqTdXuVIZ6w.webm,Sports,1-8,1,,590690
Adventure Climb,Adventure Climb VR is a room-scale climbing experience consisting of a short one level adventure through the Canyon. Achieve triumph through a rock-climbing challenge designed by actual rock climbers.,https://productionappstorage-f3b9.kxcdn.com/11703/conversions/header-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/11705/conversions/movie_max.webm,Sports,1,3,,1040430
2MD VR Football,2MD VR Football is a room-scale two-minute drill VR arcade experience that allows players to become the virtual quarterback they were born to be! Draw your own plays and customize up to 8 teams before taking them on the road to victory.,https://productionappstorage-f3b9.kxcdn.com/8775/conversions/Vej7q9EfuMIxbgtj3RDH2xjDQfQQsSgh7Z18xgWC-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24910/conversions/2MDLaunchTrailer.webm,Sports,1,3,,1230860
Creed,"Do you have what it takes to become a champion? Follow the ascent of boxer Adonis Creed as you go toe-to-toe with the world’s top opponents in this intense, cinematic boxing experience. Featuring new Phantom Melee Technology for impactful VR melee combat, you’ll train, fight, and win like a Creed.",https://productionappstorage-f3b9.kxcdn.com/10192/conversions/f6UdCcxWb8TqVncFSYV5juJ9rDGkakLnIwwgC1o3-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/22876/conversions/Creed-Launch-Trailer-VR-Arcade.webm,Sports,1-2,3,,3159330
Final Soccer,"Final Soccer is the Goalkeeper Simulator Game specially designed for virtual reality that lets you play and practice.
You must complete successful round before being eligible to play multiplayer option.",https://productionappstorage-f3b9.kxcdn.com/7178/conversions/RMX2a9Zs6c7jyyOjQ01B6p35Watf1TuIwOoCj8kK-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/10846/conversions/lkfMufVGJtXOSpySTzRDLG6Y1q6Gy2pE9bIDtxyV.webm,Sports,1,3,,555060
Infinity Disk,Infinity Disk is a VR Singleplayer Frisbee Game. It combines action and skill with puzzle solving. At its core the game uses a fun and innovative gameplay mechanic: You play frisbee with yourself by teleporting to the next target location.,https://productionappstorage-f3b9.kxcdn.com/10302/conversions/1ed5a020-f6ec-11e8-adfc-4f089a8fff58-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24940/conversions/InfinityDisk.webm,Sports,1,3,,940700
VR Slugger: The Toy Baseball Field,"The best VR batting experience ever!
Welcome to the Toy Field! You will play against the robot pitcher who can throw a nasty breaking ball. But don't be afraid! Pick your bat! Swing big! Knock it out of the park! Find out secret triggers in the field and achieve high scores ever! ",https://productionappstorage-f3b9.kxcdn.com/17212/conversions/Banner_2k_SpringboardVR_0827-1-(2)-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/17212/conversions/Banner_2k_SpringboardVR_0827-1-(2)-thumbnail.jpg,Sports,1,1,,616890
Eleven: Table Tennis VR,"The first virtual reality ping pong experience available on Steam! Single and Multiplayer virtual reality ping pong. Play a 1 vs. 1 , against opponents online, or a slew of mini games to hone your skills.",https://productionappstorage-f3b9.kxcdn.com/7157/conversions/VlTsqTEtHsq5PX5RzlEolp2lkfHjkaGO8rEYJEyY-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/10834/conversions/0ciE7MluME6xIGMo3J3SgW5TB27jsa3lJPsEOiwT.webm,Sports,1-2,1,,488310
Sam & Dan,"You are playing as Sam or Dan, one of the two survivors trapped in your apartment because of a major world flood. Your buddy is trapped in a different building across the street, work together to get supplies to build a bridge towards a boat. ",https://productionappstorage-f3b9.kxcdn.com/10326/conversions/17415f80-03a6-11e9-b2fb-39f9a4969410-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24955/conversions/samandan.webm,Teams,2,3,,3046600
The Take,"One stations is used by 2 players. The Take is a local hot seat VR game where two players assume the role of competing spies in a Golden Age comic book, racing against the clock to hide and seek classified intel. The first spy has a limited amount of time to hide the intel somewhere in their spy-stronghold, all while using a selection of gadgets and traps to secure the room and delay the other spy from finding it. ",https://productionappstorage-f3b9.kxcdn.com/9615/conversions/9e0d3cd0-3e70-11e8-a3ed-5d7ee8328373-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24959/conversions/TheTake.webm,Teams,2,3,,809410
Ultimate Fishing Simulator VR,"Ultimate Fishing Simulator is a comprehensive fishing simulator which allows using various techniques, in different places around the world. Select the appropriate equipment and bait, cast your line and wait for a bite. Success is guaranteed. ",https://productionappstorage-f3b9.kxcdn.com/20295/conversions/header-(94)-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/20192/conversions/Ultimate-Fishing-Simulator---Cinematic-Trailer.webm,Water,1-2,5,,1137540
Battlewake Arcade,"Avast, matey! Thar be high-seas mayhem ahead in Battlewake, a VR-exclusive seafaring combat game from the creators of Raw Data and CREED: Rise to Glory. As four ancient, super-powered Pirate Lords fighting for ultimate dominion, you’ll captain a massive battle-ready ship; navigate lush, elemental seascapes; and embark on a larger-than-life nautical war for the ages full of magic, mystery, and mayhem. 1-2 player campaign, 1-4 player warfare, and  2-10 PvP.",https://productionappstorage-f3b9.kxcdn.com/15294/conversions/unnamed-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24917/conversions/BattleWake.webm,Water,1-10,5,,814400
IronWolf VR,"IronWolf VR is a room scale submarine game playable either single player or online co-op with motion controls. Built from the ground up for VR, each part of the submarine has been crafted for an optimal VR experience.",https://productionappstorage-f3b9.kxcdn.com/7479/conversions/N6WonKIONEnimONAwERTQh09YfMZinjRWynwXxhv-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24944/conversions/ironwolf.webm,Water,1+,5,,552080
Ocean's Treasures,"Ocean's Treasures is a VR underwater treasure hunt that places the player on the bottom of the sea to explore shipwrecks and recover lost treasures. 
Within 12 different scenes, you will be surrounded by some spectacular environment and fishes.",https://productionappstorage-f3b9.kxcdn.com/10255/conversions/7824b610-de9d-11e8-ab1c-8b968ea0e9d3-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/24953/conversions/OceansTreasures.webm,Water,1,1,,966240
VR Regatta,"Explore the immersive, inspiring sailing experience that awaits you on the open seas. Veterans of sailing and newcomers alike are invited to discover the relaxation and exploration at Akalana Islands.",https://productionappstorage-f3b9.kxcdn.com/7398/conversions/42adbfc0-b927-11e7-8ce2-03a0a78430bd-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/10876/conversions/gIVpkWT24GdqR5JtwAukB4gWz2xyIrixKjlI9H85.webm,Water,1-7,3,,468240
World of Diving,World of Diving is the multiplayer online game that brings you an exhilarating underwater adventure with optional VR support.,https://productionappstorage-f3b9.kxcdn.com/7744/conversions/zFTgf3gnVgS3VfGftjmeGkhmof8glOqIQQ9aDAdM-thumbnail.jpg,https://productionappstorage-f3b9.kxcdn.com/10894/conversions/2xUvU4E4W8pMu8LFwixclfejoXA44fgz2yNlOCZ5.webm,Water,1-4,3,,251890
Ready Player One: The OASIS Beta,Take a Leap into the  OASIS from The Ready Player One and Ready Player Two books and Films,https://cdn.cloudflare.steamstatic.com/steam/apps/779650/header.jpg,https://www.youtube.com/watch?v=q1o4D4KQgTE,"Blasters, Fantasy",1,3,,779650
